Year|Month|DayofMonth|DayOfWeek|DepTime|CRSDepTime|ArrTime|CRSArrTime|UniqueCarrier|FlightNum|TailNum|ActualElapsedTime|CRSElapsedTime|AirTime|ArrDelay|DepDelay|Origin|Dest|Distance|TaxiIn|TaxiOut|Cancelled|CancellationCode|Diverted|CarrierDelay|WeatherDelay|NASDelay|SecurityDelay|LateAircraftDelay
2008|8|15|5|1029|1029|1140|1136|OH|5038|N712CA|71|67|23|4|0|JFK|BDL|106|5|43|0||0|NA|NA|NA|NA|NA
2008|6|6|5|1059|1106|1107|1113|EV|4192|N828AS|68|67|37|-6|-7|ATL|BNA|214|7|24|0||0|NA|NA|NA|NA|NA
2008|3|24|1|1145|1140|1520|1514|US|1040|N256AY|215|214|188|6|5|CLT|STT|1520|5|22|0||0|NA|NA|NA|NA|NA
2008|4|22|2|1328|1245|1847|1815|AA|1096|N4YMAA|199|210|182|32|43|SAN|STL|1558|4|13|0||0|0|0|0|0|32
2008|1|30|3|556|605|743|740|CO|401|N14668|167|155|136|3|-9|IND|IAH|845|12|19|0||0|NA|NA|NA|NA|NA
2008|4|12|6|1056|1030|1357|1342|XE|2090|N16976|121|132|101|15|26|IAH|SRQ|796|3|17|0||0|15|0|0|0|0
2008|9|4|4|1419|1423|1724|1710|XE|2120|N14904|185|167|169|14|-4|MKE|IAH|984|7|9|0||0|NA|NA|NA|NA|NA
2008|10|3|5|1658|1704|1750|1750|OO|5418|N220SW|52|46|30|0|-6|SAN|LAX|109|4|18|0||0|NA|NA|NA|NA|NA
2008|12|30|2|1906|1910|2007|2015|AA|2418|N3ACAA|61|65|40|-8|-4|DFW|TUL|237|6|15|0||0|NA|NA|NA|NA|NA
2008|9|12|5|910|915|1106|1126|OH|6690|N810CA|116|131|97|-20|-5|BOS|RDU|612|6|13|0||0|NA|NA|NA|NA|NA
2008|3|25|2|1901|1915|2018|2039|UA|499|N351UA|77|84|59|-21|-14|BDL|IAD|326|4|14|0||0|NA|NA|NA|NA|NA
2008|2|18|1|2030|1840|2219|2107|XE|2877|N12160|169|207|143|72|110|EWR|MSP|1008|6|20|0||0|8|0|0|0|64
2008|3|31|1|2200|2200|555|609|US|942|N188US|295|309|267|-14|0|SFO|PHL|2521|18|10|0||0|NA|NA|NA|NA|NA
2008|7|12|6|651|656|740|753|OO|6095|N728SK|109|117|93|-13|-5|SLC|SFO|599|4|12|0||0|NA|NA|NA|NA|NA
2008|7|19|6|832|826|1127|1130|9E|5703|80129E|115|124|93|-3|6|MEM|PIT|652|5|17|0||0|NA|NA|NA|NA|NA
2008|7|18|5|1948|1950|2149|2158|CO|361|N17329|241|248|212|-9|-2|IAH|SFO|1635|7|22|0||0|NA|NA|NA|NA|NA
2008|9|13|6|1214|1215|1309|1310|WN|2862|N551WN|115|115|101|-1|-1|RDU|MDW|632|4|10|0||0|NA|NA|NA|NA|NA
2008|2|13|3|934|910|1140|1121|UA|1572|N473UA|126|131|96|19|24|TPA|IAD|810|4|26|0||0|0|19|0|0|0
2008|8|18|1|916|920|1207|1210|9E|5964|86659E|111|110|73|-3|-4|MEM|SAV|545|16|22|0||0|NA|NA|NA|NA|NA
2008|12|21|7|1642|1640|1756|1751|US|864|N405US|74|71|52|5|2|PIT|PHL|267|8|14|0||0|NA|NA|NA|NA|NA
2008|4|17|4|1730|1735|1934|1958|9E|4768|87219E|124|143|106|-24|-5|BDL|IND|728|8|10|0||0|NA|NA|NA|NA|NA
2008|2|8|5|2100|2028|2226|2209|OH|5231|N929CA|86|101|66|17|32|RDU|ATL|356|10|10|0||0|0|17|0|0|0
2008|9|30|2|1708|1558|1909|1804|YV|7315|N47202|61|66|39|65|70|ORD|TVC|224|2|20|0||0|65|0|0|0|0
2008|4|19|6|731|740|910|914|XE|522|N11544|159|154|133|-4|-9|RDU|MCI|904|6|20|0||0|NA|NA|NA|NA|NA
2008|6|10|2|845|845|1428|1426|NW|186|N555NW|223|221|178|2|0|SAN|MSP|1532|7|38|0||0|NA|NA|NA|NA|NA
2008|10|11|6|2112|2115|2231|2234|XE|2192|N14158|79|79|61|-3|-3|IAH|MAF|429|4|14|0||0|NA|NA|NA|NA|NA
2008|12|22|1|1554|1555|1628|1638|OO|5752|N564SW|34|43|24|-10|-1|CLD|LAX|86|4|6|0||0|NA|NA|NA|NA|NA
2008|5|30|5|1240|1244|1430|1431|NW|1515|N755NW|110|107|80|-1|-4|ALB|DTW|488|10|20|0||0|NA|NA|NA|NA|NA
2008|9|14|7|1129|1043|1909|1827|CO|1434|N12216|280|284|234|42|46|PHX|EWR|2133|38|8|0||0|42|0|0|0|0
2008|11|10|1|1720|1725|2118|2111|OH|6430|N797CA|178|166|134|7|-5|BHM|LGA|866|8|36|0||0|NA|NA|NA|NA|NA
2008|7|18|5|914|910|1737|1727|NW|862|N519US|323|317|298|10|4|FAI|MSP|2466|5|20|0||0|NA|NA|NA|NA|NA
2008|7|10|4|1347|1350|1713|1738|NW|1274|N327NW|146|168|126|-25|-3|BOI|MSP|1142|7|13|0||0|NA|NA|NA|NA|NA
2008|7|23|3|700|700|1032|1027|OH|5197|N691CA|212|207|181|5|0|BOS|RSW|1249|8|23|0||0|NA|NA|NA|NA|NA
2008|1|2|3|554|600|706|711|AS|62|N774AS|72|71|44|-5|-6|FAI|ANC|261|4|24|0||0|NA|NA|NA|NA|NA
2008|10|31|5|806|815|1154|1151|UA|173|N543UA|408|396|367|3|-9|BOS|SFO|2704|13|28|0||0|NA|NA|NA|NA|NA
2008|4|12|6|1228|1230|1355|1357|US|2032|N746UW|87|87|63|-2|-2|DCA|BOS|399|7|17|0||0|NA|NA|NA|NA|NA
2008|3|7|5|2152|1930|102|2215|XE|1285|N14916|190|165|138|167|142|EWR|ATL|745|4|48|0||0|52|0|25|0|90
2008|12|3|3|1940|1945|2042|2055|9E|2290|89729E|62|70|48|-13|-5|MEM|FSM|249|5|9|0||0|NA|NA|NA|NA|NA
2008|5|31|6|1847|1836|2056|2045|FL|785|N930AT|69|69|49|11|11|PNS|ATL|272|14|6|0||0|NA|NA|NA|NA|NA
2008|8|16|6|1201|1205|1328|1330|WN|2842|N332SW|87|85|72|-2|-4|STL|OKC|462|4|11|0||0|NA|NA|NA|NA|NA
2008|5|18|7|1127|1110|1241|1230|WN|384|N405WN|134|140|122|11|17|TPA|STL|869|4|8|0||0|NA|NA|NA|NA|NA
2008|2|28|4|1555|1555|1554|1550|MQ|4512|N698CB|59|55|30|4|0|AZO|ORD|122|7|22|0||0|NA|NA|NA|NA|NA
2008|8|1|5|1720|1726|2029|1945|FL|1593|N950AT|129|79|59|44|-6|GPT|ATL|352|43|27|0||0|0|0|44|0|0
2008|3|9|7|1105|1102|1230|1224|9E|2003|91479E|145|142|114|6|3|ATL|IAH|689|3|28|0||0|NA|NA|NA|NA|NA
2008|1|17|4|653|650|914|933|XE|7773|N14179|141|163|117|-19|3|SEA|LAX|954|9|15|0||0|NA|NA|NA|NA|NA
2008|7|15|2|1250|1245|1556|1559|EV|4801|N686BR|126|134|103|-3|5|OKC|ATL|761|13|10|0||0|NA|NA|NA|NA|NA
2008|11|11|2|1518|1520|1704|1640|9E|2952|89039E|166|140|117|24|-2|DTW|LIT|705|6|43|0||0|0|0|24|0|0
2008|1|8|2|1017|915|1021|940|MQ|4160|N503AE|64|85|51|41|62|CMH|ORD|296|5|8|0||0|1|0|0|0|40
2008|10|17|5|1913|1805|2106|2005|MQ|4135|N505MQ|53|60|33|61|68|ORD|IND|177|3|17|0||0|22|0|0|0|39
2008|10|10|5|1050|1055|1510|1525|NW|1030|N318NB|200|210|185|-15|-5|MSP|FLL|1487|4|11|0||0|NA|NA|NA|NA|NA
2008|9|10|3|1557|1600|1838|1846|DL|1182|N3761R|101|106|82|-8|-3|LAX|SLC|590|8|11|0||0|NA|NA|NA|NA|NA
2008|6|7|6|1000|1005|1320|1344|US|889|N574US|140|159|124|-24|-5|DFW|CLT|936|5|11|0||0|NA|NA|NA|NA|NA
2008|10|2|4|1028|1035|1203|1200|AA|1885|N4YUAA|215|205|186|3|-7|DFW|FAT|1313|7|22|0||0|NA|NA|NA|NA|NA
2008|9|12|5|702|705|1115|1110|AA|1122|N437AA|193|185|160|5|-3|SLC|ORD|1249|10|23|0||0|NA|NA|NA|NA|NA
2008|8|18|1|1227|1229|1336|1344|DL|1920|N908DE|69|75|41|-8|-2|LGA|BOS|185|14|14|0||0|NA|NA|NA|NA|NA
2008|7|31|4|2156|2135|2221|2205|WN|1160|N691WN|85|90|72|16|21|TPA|MSY|487|2|11|0||0|0|0|0|0|16
2008|11|17|1|1340|1345|1509|1511|US|161|N836AW|89|86|67|-2|-5|SJC|LAS|386|9|13|0||0|NA|NA|NA|NA|NA
2008|12|27|6|2215|1729|2340|1910|OO|2875|N471CA|145|161|121|270|286|EWR|MKE|725|5|19|0||0|0|0|0|0|270
2008|10|17|5|1119|1110|1225|1220|XE|2815|N15572|66|70|42|5|9|IAH|DFW|224|10|14|0||0|NA|NA|NA|NA|NA
2008|12|9|2|554|600|710|718|DL|1597|N924DL|76|78|57|-8|-6|SDF|ATL|321|10|9|0||0|NA|NA|NA|NA|NA
2008|12|21|7|1813|1310|155|2142|UA|88|N585UA|282|332|260|253|303|SFO|EWR|2565|7|15|0||0|253|0|0|0|0
2008|4|27|7|721|730|821|828|DL|1611|N396DA|60|58|34|-7|-9|TYS|ATL|152|15|11|0||0|NA|NA|NA|NA|NA
2008|7|9|3|1228|1240|1309|1325|NW|1729|N967N|41|45|20|-16|-12|RST|MSP|76|12|9|0||0|NA|NA|NA|NA|NA
2008|9|20|6|1948|1955|2053|2105|OO|5534|N270YV|65|70|49|-12|-7|FAT|LAX|209|7|9|0||0|NA|NA|NA|NA|NA
2008|12|28|7|1540|1550|1635|1650|WN|708|N793SA|55|60|44|-15|-10|TUL|DAL|237|4|7|0||0|NA|NA|NA|NA|NA
2008|11|6|4|1855|1855|2016|2019|DL|950|N940DL|81|84|54|-3|0|ATL|RDU|356|6|21|0||0|NA|NA|NA|NA|NA
2008|5|22|4|2256|2140|3|2255|WN|46|N326SW|67|75|57|68|76|MCI|MDW|405|3|7|0||0|0|0|0|0|68
2008|3|31|1|1719|1710|1834|1825|WN|2642|N783SW|75|75|58|9|9|ABQ|DEN|349|5|12|0||0|NA|NA|NA|NA|NA
2008|1|4|5|20|2200|137|2330|AA|1955|N411AA|137|150|127|127|140|DFW|PHX|868|3|7|0||0|33|0|0|0|94
2008|8|26|2|623|630|806|814|XE|2739|N12528|163|164|140|-8|-7|CRW|IAH|975|13|10|0||0|NA|NA|NA|NA|NA
2008|6|14|6|1642|1640|2|20|WN|563|N468WN|260|280|241|-18|2|LAS|MCO|2039|5|14|0||0|NA|NA|NA|NA|NA
2008|1|19|6|648|645|1243|1256|UA|570|N430UA|235|251|209|-13|3|SNA|ORD|1726|6|20|0||0|NA|NA|NA|NA|NA
2008|2|14|4|632|635|907|920|AA|444|N511AA|155|165|128|-13|-3|SAT|ORD|1041|19|8|0||0|NA|NA|NA|NA|NA
2008|1|14|1|711|715|853|855|AA|1419|N4WNAA|222|220|185|-2|-4|STL|LAS|1372|24|13|0||0|NA|NA|NA|NA|NA
2008|4|16|3|1241|1245|1621|1640|AA|808|N4WUAA|160|175|147|-19|-4|DFW|IAD|1172|4|9|0||0|NA|NA|NA|NA|NA
2008|7|19|6|1106|1050|1150|1105|MQ|4083|N670AE|104|75|68|45|16|DAY|ORD|240|6|30|0||0|0|0|36|0|9
2008|4|28|1|1640|1650|1843|1840|XE|205|N14558|123|110|99|3|-10|GEG|SMF|649|12|12|0||0|NA|NA|NA|NA|NA
2008|9|1|1|2033|2015|2228|2215|WN|229|N258WN|55|60|42|13|18|STL|SDF|254|3|10|0||0|NA|NA|NA|NA|NA
2008|11|21|5|1830|1835|1917|1937|EV|5028|N709EV|47|62|31|-20|-5|ATL|TLH|223|2|14|0||0|NA|NA|NA|NA|NA
2008|8|7|4|2024|2015|2238|2235|DL|173|N652DL|314|320|285|3|9|ATL|SEA|2182|16|13|0||0|NA|NA|NA|NA|NA
2008|12|27|6|NA|730|NA|955|WN|2319||NA|265|NA|NA|NA|MDW|SAN|1728|NA|NA|1|B|0|NA|NA|NA|NA|NA
2008|8|3|7|1714|1630|1810|1742|XE|2784|N11539|56|72|42|28|44|IAH|BTR|253|7|7|0||0|0|28|0|0|0
2008|1|1|2|1034|1035|1130|1135|WN|2921|N267WN|56|60|45|-5|-1|STL|MDW|251|4|7|0||0|NA|NA|NA|NA|NA
2008|5|12|1|1026|1026|1141|1140|9E|4704|89329E|75|74|35|1|0|DTW|PIT|201|4|36|0||0|NA|NA|NA|NA|NA
2008|3|23|7|1347|1325|1539|1530|MQ|3888|N811AE|112|125|97|9|22|PNS|DFW|604|7|8|0||0|NA|NA|NA|NA|NA
2008|2|19|2|1009|1015|1309|1329|OO|6590|N934SW|120|134|105|-20|-6|DEN|MEM|872|6|9|0||0|NA|NA|NA|NA|NA
2008|7|22|2|1155|1158|1244|1246|YV|2823|N97325|49|48|24|-2|-3|PHX|TUS|110|8|17|0||0|NA|NA|NA|NA|NA
2008|6|9|1|840|840|1056|1120|AA|31|N354AA|316|340|300|-24|0|LAX|HNL|2556|4|12|0||0|NA|NA|NA|NA|NA
2008|6|30|1|1443|1430|1550|1540|DL|1401|N959DL|127|130|108|10|13|ATL|HOU|696|5|14|0||0|NA|NA|NA|NA|NA
2008|7|17|4|651|705|757|812|XE|428|N13202|66|67|53|-15|-14|FAT|SAN|314|4|9|0||0|NA|NA|NA|NA|NA
2008|9|30|2|937|940|1144|1145|WN|1351|N687SW|127|125|113|-1|-3|RDU|FLL|680|5|9|0||0|NA|NA|NA|NA|NA
2008|3|31|1|2358|2354|712|730|US|794|N755US|254|276|231|-18|4|LAS|MIA|2175|7|16|0||0|NA|NA|NA|NA|NA
2008|6|9|1|759|755|1101|1031|B6|591|N629JB|182|156|128|30|4|HPN|MCO|972|7|47|0||0|0|0|30|0|0
2008|6|23|1|1016|1015|1256|1310|WN|1778|N637SW|100|115|91|-14|1|LAX|ELP|714|2|7|0||0|NA|NA|NA|NA|NA
2008|3|7|5|1559|1338|1927|1659|UA|940|N515UA|148|141|117|148|141|DEN|ORD|888|15|16|0||0|6|0|7|0|135
2008|4|10|4|1101|1100|1309|1305|WN|595|N370SW|128|125|114|4|1|SJC|SEA|697|4|10|0||0|NA|NA|NA|NA|NA
2008|1|9|3|624|625|801|820|WN|3266|N327SW|97|115|86|-19|-1|RDU|TPA|587|4|7|0||0|NA|NA|NA|NA|NA
2008|3|24|1|1931|1933|2025|2028|NW|896|N1309T|54|55|33|-3|-2|DTW|CMH|155|5|16|0||0|NA|NA|NA|NA|NA
2008|8|30|6|1124|1130|1412|1411|US|1241|N458UW|168|161|157|1|-6|PHL|TPA|920|3|8|0||0|NA|NA|NA|NA|NA
2008|9|6|6|1208|1210|1432|1445|WN|2456|N284WN|144|155|129|-13|-2|PDX|PHX|1009|6|9|0||0|NA|NA|NA|NA|NA
2008|11|5|3|2102|2040|2211|2145|WN|2761|N289WN|69|65|51|26|22|BWI|BDL|283|5|13|0||0|8|0|4|0|14
2008|7|4|5|833|840|1005|1012|MQ|3341|N307AE|92|92|67|-7|-7|DFW|MLU|293|6|19|0||0|NA|NA|NA|NA|NA
2008|3|1|6|1217|1140|1446|1415|AA|2486|N592AA|149|155|132|31|37|AUS|ORD|978|6|11|0||0|31|0|0|0|0
2008|10|29|3|2209|2215|2340|2351|US|1586|N927UW|91|96|70|-11|-6|CLT|PHL|448|3|18|0||0|NA|NA|NA|NA|NA
2008|3|28|5|1347|1345|1804|1753|US|1968|N715UW|257|248|245|11|2|SJU|BOS|1674|3|9|0||0|NA|NA|NA|NA|NA
2008|9|13|6|1439|1425|1804|1812|DL|424|N683DA|205|227|187|-8|14|SJU|ATL|1547|7|11|0||0|NA|NA|NA|NA|NA
2008|11|12|3|730|735|1017|1045|AA|1660|N460AA|107|130|93|-28|-5|DFW|IND|762|5|9|0||0|NA|NA|NA|NA|NA
2008|9|19|5|820|825|914|929|AA|419|N4UCAA|114|124|97|-15|-5|RDU|ORD|647|7|10|0||0|NA|NA|NA|NA|NA
2008|8|19|2|2032|2025|2252|2230|MQ|4208|N842AE|140|125|116|22|7|MIA|GSO|710|3|21|0||0|7|0|15|0|0
2008|10|24|5|1511|1515|1629|1640|AA|352|N200AA|78|85|56|-11|-4|MSP|ORD|334|7|15|0||0|NA|NA|NA|NA|NA
2008|2|5|2|559|600|659|701|OO|5970|N939SW|60|61|37|-2|-1|GRB|ORD|174|4|19|0||0|NA|NA|NA|NA|NA
2008|4|20|7|1542|1410|1721|1552|XE|2404|N13936|99|102|78|89|92|GSO|EWR|446|6|15|0||0|0|0|89|0|0
2008|2|12|2|554|555|736|725|MQ|3890|N655AE|102|90|81|11|-1|MCI|DAL|461|4|17|0||0|NA|NA|NA|NA|NA
2008|2|3|7|1112|1105|1443|1450|AA|1600|N573AA|151|165|136|-7|7|DFW|DCA|1192|5|10|0||0|NA|NA|NA|NA|NA
2008|7|21|1|1457|1500|1629|1634|MQ|4584|N731BE|92|94|73|-5|-3|BOS|DCA|399|4|15|0||0|NA|NA|NA|NA|NA
2008|7|29|2|1954|1952|2239|2250|UA|726|N371UA|105|118|91|-11|2|DEN|MSP|680|3|11|0||0|NA|NA|NA|NA|NA
2008|11|2|7|1958|1742|2206|1958|FL|1593|N938AT|68|76|54|128|136|GPT|ATL|352|6|8|0||0|0|0|0|0|128
2008|1|13|7|1930|1935|2052|2105|WN|1435|N514SW|82|90|67|-13|-5|LAS|SFO|414|6|9|0||0|NA|NA|NA|NA|NA
2008|8|18|1|1401|1400|1458|1500|WN|713|N788SA|57|60|42|-2|1|PHX|LAS|256|5|10|0||0|NA|NA|NA|NA|NA
2008|3|28|5|903|901|1332|1348|US|590|N836AW|149|167|120|-16|2|PHX|MCI|1044|7|22|0||0|NA|NA|NA|NA|NA
2008|11|13|4|1605|1600|1830|1820|FL|391|N906AT|145|140|130|10|5|IND|RSW|946|6|9|0||0|NA|NA|NA|NA|NA
2008|9|29|1|1959|2000|2235|2230|WN|1213|N506SW|156|150|140|5|-1|BWI|TPA|842|3|13|0||0|NA|NA|NA|NA|NA
2008|12|5|5|NA|1900|NA|2110|MQ|3578|N631MQ|NA|130|NA|NA|NA|CID|DFW|685|NA|NA|1|A|0|NA|NA|NA|NA|NA
2008|5|14|3|742|744|949|956|UA|1186|N826UA|67|72|48|-7|-2|ORD|CMH|296|2|17|0||0|NA|NA|NA|NA|NA
2008|5|31|6|1457|1505|1739|1759|UA|1156|N327UA|102|114|85|-20|-8|TUS|DEN|639|10|7|0||0|NA|NA|NA|NA|NA
2008|5|22|4|1510|1210|1647|1350|OH|5556|N436CA|97|100|68|177|180|CLE|JFK|425|12|17|0||0|0|0|177|0|0
2008|3|1|6|1617|1545|1718|1655|MQ|4456|N654AE|61|70|48|23|32|RST|ORD|268|3|10|0||0|1|0|0|0|22
2008|7|12|6|1936|1924|17|18|UA|1190|N314UA|161|174|126|-1|12|DEN|DTW|1123|8|27|0||0|NA|NA|NA|NA|NA
2008|1|17|4|755|804|1022|905|YV|7186|N75994|147|61|66|77|-9|GRB|ORD|174|6|75|0||0|0|0|77|0|0
2008|3|24|1|1535|1530|1733|1726|DL|1019|N917DL|58|56|33|7|5|BHM|ATL|134|7|18|0||0|NA|NA|NA|NA|NA
2008|7|11|5|2122|2120|2314|2310|DL|1790|N390DA|112|110|81|4|2|ATL|IAD|533|12|19|0||0|NA|NA|NA|NA|NA
2008|8|13|3|2009|2015|2251|2300|WN|2906|N656SW|102|105|83|-9|-6|SAN|ABQ|628|4|15|0||0|NA|NA|NA|NA|NA
2008|11|1|6|1131|1145|1243|1259|B6|53|N505JB|72|74|52|-16|-14|ROC|JFK|264|10|10|0||0|NA|NA|NA|NA|NA
2008|4|18|5|758|800|954|947|CO|191|N69351|176|167|143|7|-2|MIA|IAH|964|11|22|0||0|NA|NA|NA|NA|NA
2008|2|27|3|825|825|915|915|WN|1|N524SW|50|50|35|0|0|HOU|CRP|187|3|12|0||0|NA|NA|NA|NA|NA
2008|10|13|1|833|825|1020|1027|OH|6629|N549CA|107|122|74|-7|8|JFK|RDU|426|5|28|0||0|NA|NA|NA|NA|NA
2008|4|27|7|1717|1720|1809|1811|HA|360|N477HA|52|51|37|-2|-3|HNL|ITO|216|5|10|0||0|NA|NA|NA|NA|NA
2008|2|18|1|938|938|1205|1210|YV|2922|N97325|87|92|68|-5|0|BUR|PHX|369|5|14|0||0|NA|NA|NA|NA|NA
2008|1|25|5|848|850|933|941|AQ|246|N826AL|45|51|37|-8|-2|HNL|ITO|216|2|6|0||0|NA|NA|NA|NA|NA
2008|11|18|2|1949|2001|2123|2144|NW|239|N320NB|94|103|69|-21|-12|DCA|DTW|405|10|15|0||0|NA|NA|NA|NA|NA
2008|7|27|7|1118|1120|1345|1350|WN|3570|N304SW|87|90|74|-5|-2|STL|CLE|487|4|9|0||0|NA|NA|NA|NA|NA
2008|9|6|6|710|710|754|755|OH|6280|N781CA|44|45|31|-1|0|DAY|CVG|64|1|12|0||0|NA|NA|NA|NA|NA
2008|11|26|3|1050|1046|1321|1328|EV|5368|N859AS|91|102|76|-7|4|LFT|ATL|503|5|10|0||0|NA|NA|NA|NA|NA
2008|4|20|7|640|630|1005|1005|WN|566|N746SW|145|155|127|0|10|SEA|DEN|1024|8|10|0||0|NA|NA|NA|NA|NA
2008|10|8|3|1804|1810|2012|2035|9E|4779|89219E|128|145|102|-23|-6|IND|LGA|659|15|11|0||0|NA|NA|NA|NA|NA
2008|2|21|4|1112|1118|1600|1620|DL|1680|N913DL|168|182|148|-20|-6|ABQ|ATL|1269|9|11|0||0|NA|NA|NA|NA|NA
2008|12|25|4|919|919|1046|1025|NW|1441|N760NC|147|126|106|21|0|DTW|MSP|528|8|33|0||0|0|0|21|0|0
2008|4|14|1|1358|1400|1544|1605|WN|3334|N231WN|106|125|94|-21|-2|SJC|SEA|697|4|8|0||0|NA|NA|NA|NA|NA
2008|12|30|2|1006|1009|1049|1100|YV|7139|N513MJ|43|51|28|-11|-3|ORD|MSN|109|2|13|0||0|NA|NA|NA|NA|NA
2008|6|12|4|710|713|910|933|UA|821|N376UA|120|140|99|-23|-3|SEA|SFO|679|9|12|0||0|NA|NA|NA|NA|NA
2008|3|31|1|743|745|1437|1457|DL|1628|N650DL|234|252|209|-20|-2|SAN|ATL|1891|12|13|0||0|NA|NA|NA|NA|NA
2008|8|11|1|1626|1625|1720|1730|WN|701|N204WN|54|65|45|-10|1|BUR|SJC|296|2|7|0||0|NA|NA|NA|NA|NA
2008|8|23|6|1320|1325|1424|1437|9E|2990|87459E|64|72|43|-13|-5|DAY|DTW|166|12|9|0||0|NA|NA|NA|NA|NA
2008|5|28|3|2025|1955|2111|2053|CO|1441|N37419|46|58|28|18|30|IAH|AUS|140|6|12|0||0|1|0|0|0|17
2008|11|22|6|1428|1425|1500|1505|MQ|3441|N651MQ|32|40|17|-5|3|DFW|ACT|89|6|9|0||0|NA|NA|NA|NA|NA
2008|10|25|6|1846|1845|2238|2252|NW|440|N364NW|172|187|154|-14|1|MSP|TPA|1307|6|12|0||0|NA|NA|NA|NA|NA
2008|6|26|4|733|735|926|911|OO|1983|N804SK|113|96|93|15|-2|CVG|PHL|507|4|16|0||0|0|0|15|0|0
2008|7|11|5|1106|1110|1258|1304|YV|7060|N454YV|112|114|89|-6|-4|DEN|COD|392|5|18|0||0|NA|NA|NA|NA|NA
2008|4|29|2|1605|1550|1728|1725|WN|432|N391SW|83|95|65|3|15|LAS|SJC|386|2|16|0||0|NA|NA|NA|NA|NA
2008|6|5|4|2159|2159|2355|2357|US|1974|N419US|116|118|97|-2|0|CLT|ALB|646|3|16|0||0|NA|NA|NA|NA|NA
2008|7|30|3|1931|1920|2143|2135|US|1189|N427US|132|135|104|8|11|DCA|MCO|759|2|26|0||0|NA|NA|NA|NA|NA
2008|1|11|5|1812|1806|2011|2000|OO|5946|N971SW|119|114|88|11|6|ICT|ORD|588|15|16|0||0|NA|NA|NA|NA|NA
2008|2|4|1|938|946|1036|1035|F9|824|N902FR|118|109|98|1|-8|MCI|DEN|533|5|15|0||0|NA|NA|NA|NA|NA
2008|5|18|7|709|715|848|900|MQ|4645|N703MR|99|105|88|-12|-6|BDL|RDU|532|2|9|0||0|NA|NA|NA|NA|NA
2008|10|13|1|1853|1830|2128|2113|CO|468|N38424|335|343|279|15|23|EWR|LAS|2227|6|50|0||0|15|0|0|0|0
2008|1|21|1|1600|1610|1700|1709|YV|2855|N991HA|60|59|38|-9|-10|PHX|FLG|119|4|18|0||0|NA|NA|NA|NA|NA
2008|9|28|7|1206|1155|1514|1500|MQ|3560|N627AE|128|125|101|14|11|GJT|DFW|772|6|21|0||0|NA|NA|NA|NA|NA
2008|6|9|1|752|755|859|915|WN|3155|N731SA|67|80|51|-16|-3|SNA|PHX|338|3|13|0||0|NA|NA|NA|NA|NA
2008|8|4|1|835|840|1000|1018|9E|5621|87979E|145|158|120|-18|-5|TYS|MSP|792|14|11|0||0|NA|NA|NA|NA|NA
2008|5|12|1|600|605|725|740|9E|5779|86949E|85|95|71|-15|-5|PFN|MEM|417|5|9|0||0|NA|NA|NA|NA|NA
2008|11|18|2|1238|1243|1548|1551|EV|4999|N681BR|130|128|112|-3|-5|LAW|ATL|804|8|10|0||0|NA|NA|NA|NA|NA
2008|6|13|5|1952|2000|2225|2230|AS|111|N594AS|213|210|185|-5|-8|SEA|ANC|1449|4|24|0||0|NA|NA|NA|NA|NA
2008|1|5|6|636|630|733|727|NW|1714|N677MC|57|57|28|6|6|GRR|DTW|120|8|21|0||0|NA|NA|NA|NA|NA
2008|3|7|5|710|710|946|944|CO|1559|N29717|216|214|196|2|0|DCA|IAH|1208|6|14|0||0|NA|NA|NA|NA|NA
2008|10|24|5|1856|1855|2342|2345|AA|2468|N618AA|166|170|148|-3|1|LAX|DFW|1235|4|14|0||0|NA|NA|NA|NA|NA
2008|12|5|5|1614|1618|1833|1830|NW|1677|N778NC|139|132|99|3|-4|BDL|DTW|548|10|30|0||0|NA|NA|NA|NA|NA
2008|5|16|5|1440|1440|1529|1535|WN|3155|N277WN|49|55|36|-6|0|AUS|DAL|189|2|11|0||0|NA|NA|NA|NA|NA
2008|3|14|5|937|930|1103|1105|MQ|3876|N618AE|86|95|70|-2|7|JAN|DFW|408|8|8|0||0|NA|NA|NA|NA|NA
2008|5|14|3|1214|1200|1315|1305|9E|5717|89339E|121|125|103|10|14|RDU|MEM|634|8|10|0||0|NA|NA|NA|NA|NA
2008|6|1|7|2359|2359|135|128|YV|2799|N904FJ|96|89|63|7|0|LAS|SJC|386|9|24|0||0|NA|NA|NA|NA|NA
2008|3|11|2|827|830|936|930|MQ|4185|N639AE|69|60|41|6|-3|CID|ORD|196|8|20|0||0|NA|NA|NA|NA|NA
2008|12|3|3|537|535|742|809|CO|1727|N73406|185|214|170|-27|2|BWI|IAH|1235|7|8|0||0|NA|NA|NA|NA|NA
2008|10|5|7|1642|1645|1743|1748|NW|1795|N8921E|61|63|34|-5|-3|SBN|DTW|157|19|8|0||0|NA|NA|NA|NA|NA
2008|10|26|7|901|900|1059|1050|AA|1021|N641AA|238|230|216|9|1|ORD|LAS|1515|6|16|0||0|NA|NA|NA|NA|NA
2008|10|27|1|700|705|1113|1055|AA|1794|N4YTAA|193|170|171|18|-5|ELP|ORD|1236|6|16|0||0|0|0|18|0|0
2008|9|3|3|754|755|1024|1035|AA|365|N5EKAA|210|220|179|-11|-1|EWR|DFW|1372|10|21|0||0|NA|NA|NA|NA|NA
